Unnamed: 0,Company,Title,Career,Mainjob,Qualified,Preference,Welfare,Skill,Tag,Deadline,Location,URL
1036,중장비 선수,패션 의류 상품 기획,,웨어 작업복 상품 기획 운영 상품 기획 소싱 상세 제작 퍼포먼스 광고 배송 관리 당사 운영 채널 서비스 중장비 선수 홈페이지 중장비 선수 중장비 중장비 검색 드림 중장비 선수 스마트 스토어 커머스 레퍼런스 브랜드 엑스 코퍼레이션 디스 미국 하트 일본 워크맨,자격 요건 브랜드 커머스 리더 사람 패션 웨어 장비 산업 공구 관심 사람 상품 소싱 판매 실패 바탕 성공 성취 사람 스마트 스토어 운영 도매 활용 위탁 판매 운영,우대 사항 스타트업 사람 커머스 창업 성공 폐업 종결 사람 의미 매출 달성 사람 목수 배관 중장비 지게차 운전 건설 일용직 블루 칼라 자격증 사람,혜택 복지 수습 기간 개월 수습 기간 자유도 근무 원격 근무 재택 근무 주식 스톡옵션 부여 프로젝트 매출 성과 파격 센티,마케팅 전략 채널 판매 채널 관리 상품 기획 마케팅 이벤트 기획 패션 마케팅,보너스 재택근무 인원 설립,마감 일상 채용,경기도 하남시 미사 강변 중앙 로번,https://www.wanted.co.kr/wd/211926
1037,퍼플 아카데미,교육행정 기획 사무,신입,학사 일정 기획 관리 정규 학기 스케쥴 관리 원내 이벤트 기획 운영 매뉴얼 기획 제작 공지 안내 작성 고객 문의 응대,자격 요건 학력 대졸 무관 고용 형태 정규직 수습 개월 계약 근무 기간 개월 정규직 전환,우대 사항 컴퓨터 활용 우수 유관 인턴 알바 엑셀 고급 보유 문서 작성 우수 장기 근무,혜택 복지 성과 상여금 차지 사용 연차 정산 목표 달성 센티 직원 건강검진 사비 명절 창립 기념일 선물 출산 육아휴직 생일 상품권 장기 근속 포상 상품권 우수 사원 워크숍 우수 직원 시상 당사 상품 직원 할인 혜택 관련 도서 구입 듀얼모니터 간식 커피 음료수,,커피 스낵바 건강검진 육아휴직 직원 할인 보너스 설립 업계 평균 선도 기업,마감,서울시 양천구 목동동로,https://www.wanted.co.kr/wd/237390
1038,연구소,운영 행정,,오름 소개 연구소 기업 기관 교육 담당 오름 한해 기업 교육 분야 최신 기술 교육 실무 지향 교육 진행 인공 지능 기초 심화 디지털 전환 기초 강화 교육 환경 통해 노력 디지털 기초 훈련원 훈련 행정 운영 담당 사용 관할 고용 센터 산업 인력 공단 커뮤니케이션 통해 과정 운영 행정 전반 담당 디지털 기초 훈련 주요 성과지표 모집 수료 만족도 관리 수강생 행정 관련 문의 상담 요청 대응 운영 중인 과정 진행 운영,자격 요건 최소 온라인 서비스 운영 정부 사업 사업 대해 운영 직무 교육 시장 온라인 교육 콘텐츠 관심 기본 사용,우대 사항 강점 소통 커뮤니케이션 생각 온라인 서비스 고객 개선 유형 데이터 수집 분석 가설 설계 실험 진행 운영 시스템 도입 거나 자동화 채용 전형 서류 전형 면접 면접 처우 협의 합격 안내 사항 공고 모집 완료 조기 마감 정규직 채용 경우 입사 개월 수습 기간 수습 기간 회사 서로 기간 수습 기간 이후 내부 평가 정규직 전환 수습 기간 급여 전형 절차 일정 상황 변동 내용 허위 사실 경우 합격 취소 보훈 대상자 장애인 채용 과정 불이익,혜택 복지 여름방학 기본 연차 일주일 여름 휴가 추가 연차 사용 단위 연차 사용 교보 문고 도서관 무제한 충전 카페인 충전 무료 음료 냉장고 커피 머신 유배 제도 레거시 해결 경우 회사 외부 제도 사내 풀잎 스쿨 무료 참여 풀잎 스쿨 참여 미수 료시 관련 비용 납부 필요 장비 교육비 자기개발 장기 근속 휴가 일자 유급 휴가 휴가 원금 소통 미팅 리더 미팅 통해 회사 방향 진행 상황 공유 수평 문화 상호 존대 수평 문화 상호 존중 커뮤니케이션 지향 건강검진 비용 건강검진 대상자 유급 휴가 만원 만원 상당 사시 관련 휴가,,유급 휴가 자기계발 커피 스낵바 수평 조직 건강검진 유망 산업 설립 업계 평균,마감 일상 채용,서울 강남구 강남대로 역삼 오슈 페리,https://www.wanted.co.kr/wd/237075
1039,모스트,채널 매니저 북미,,시장 조사 영업 전략 구상 바이어 니즈 채널 특성 제품 기획 단계 포트 시장 조사 제품 분석 상품 구성 경쟁력 확보 경쟁 운영 제품 분석 제안 상품 리서치 제안 준비 신제품 런칭 상품 등록 채널 커뮤니케이션 패키지 디자인 가이드 작성 채널 협의 생산 관리 상품 등록 관련 서류 작성 정보 취합 채널 전달 채널 프로모션 운영 프로모션 기획 채널 협의 프로모션 서류 작성 채널 전달 프로모션 비용 결제 청구 관리 프로모션 결과 분석 인사이트 판매량 관리 판매량 데이터 정리 매출 데이터 기입 정리 채널 바이어 커뮤니케이션 파트너 운영 커뮤니케이션 외부 프로모션 기획 운영,자격 요건 유관 영어 영어 문서 바이어 가격 협상 화화상 통화 영어 진행 필수 엑셀 파워포인트 중상 사용 커뮤니케이션 플레이어,우대 사항 화장품 업계 성장 산업 전반 관심 수준 영어 해외 중고 대학 졸업,혜택 복지 매월 마지막 금요일 점심시간 퇴근 근로자 본인 생일 퇴근 제도 열사 제품 할인 코드 직원 부여 텍스처 분기 점심 회식비 야근 식대 경조 휴가 조비,,식대 보너스 설립 휴가 인원,마감 일상 채용,서울시 종로구 효자로,https://www.wanted.co.kr/wd/233420
1040,하이퍼 리즘,재무회계 매니저,,자체 회계 처리 전표 입력 회계 기록 유지 자체 기장 세금 신고 납부 부가세 포함 세금 신고 납부 관리 감사 조사 대응 회계 감사 세무 조사 준비 대응 매출 비용 관리 매출 추적 비용 관리 재무 건전성 확보 자금 관리 원화 입출금 자금 흐름 효율 운영 행정 운영 행정 수행 내부 회계 시스템 개발 내부 회계 시스템 개발 참여 회계 관점 조언 회계 결산 일부 진행 분기 연간 회계 결산 과정 회계 수행 재무 보고서 작성 기여,자격 요건 재무 회계 관련 실무 더존 스마트 긍정 마인드 책임감 보유 외부 이해관계자 소통,우대 사항 적극성 책임감 수행 논리 분석 사고 주도 문제해결 보유 암호 화폐 관련,혜택 복지 근무시간 야근 분위기 사무실 점심 식대 도쿄 본사 크로스 오피스 근무 반기 이내 체류 서울 대입 구역 도보 서울 관악구 관악로 학선 빌딩 회사 수익 매년 업계 최고 수준 성과급 성장 성과 퍼포먼스 스톡옵션 자기계발 연간 최대 만원,,식대 보너스 유망 산업 상위 설립 자기계발 선도 기업 워크샵 스톡옵션,마감,서울특별시 관악구 관악로,https://www.wanted.co.kr/wd/238710
1041,카르,사업 개발,,블록 체인 프로젝트 사업 개발 블록 체인 산업 관련 정보 학습 공유 블록 체인 사업 계획 전략 수립 사업 타당성 검토 블록 체인 사업 관련 국내외 파트너 발굴 제휴,자격 요건 관련 학력 전공 무관 영문 소통 서비스 블록 체인 기술 이해도 관심,우대 사항 영문 작문 커뮤니케이션 대인 관계 커뮤니케이션,혜택 복지 자유 문화 복장 직급 서로 존중 문화 사내 스낵바 뉴비 웰컴 박스 텀블러 후드 집업 노트 커버 사무 용품 효율 대화 장비 일과 휴식 공존 위해 노력 시차 출퇴근 운영 자율 출근 승인 연차 사용 휴가 야근 식비 택시 야근 개인 성장 회사 성장 희망 세미나 컨퍼런스 교육 참가 직무 관련 무제한 도서 직원 경조 휴가 종합 건강검진 연차 명절 선물 생일 축하 인재 추천 포상 자기계발 근로 조건 근로 형태 정규직 최종 합격 수습 기간 개월 급여 근무 장소 서울시 강남구 테헤란로 도심공항 타워 근무 월요일 금요일 출근 근무 접수 안내 접수 기간 수시 채용 완료 접수 방법 채용 플랫폼 사항 제출 서류 채용 목적 이외 사용 채용 완료 폐기 제출 서류 허위 사실 기재 채용 취소 취업 보호대 상자 보훈 대상 장애 관계 법령 우대 공고 미기 사항 당사 내규,,유망 산업 건강검진 커피 스낵바 자기계발 상위 인원 설립,마감 일상 채용,강남구 테헤란로 도심공항 타워,https://www.wanted.co.kr/wd/235586
1042,코코,,,제품 출시 프로젝트 관리 콘텐츠 마케팅 물류 디자인 제조 테크 부서 제품 출시 프로젝트 기획 조율 관리 이해관계자 간의 소통 협업 촉진 프로젝트 일정 마일 스톤 설정 진행 상황 모니터링 문제 해결 신규 프로젝트 발굴 검증 혁신 아이디어 발굴 검증 사용자 테스트 설계 실행 최소 기능 제품 개발 시장 반응 분석 피드백 반영 기술 주도 운영 최적화 기술 활용 운영 프로세스 효율 방안 제시 구현 자동화 시스템 도입 데이터 의사결정 체계 구축 생산 향상,자격 요건 관련 분야 학사 학위 경영학 공학 컴퓨터 과학 제품 개발 프로젝트 관리 분야 제품 개발 출시 프로세스 종합 이해 배경 구성원 효과 소통 영향력 발휘 리더십 문제 체계 분석 창의 해결 변화 환경 대처 주도 자세,우대 사항 기획 라이센스 관리 이해 마케팅 물류 프로세스 제조 공급망 관리 솔루션 개선,혜택 복지 시시 사이 출근 코어 타임 시시 외근 야간 근무 교통비 카카오 비즈니스 이용 야근 저녁 식사 최신 장비 관련 신청 도서 구매 직무 개발 교육비 생일 선물 조휴 조비 명절 선물 통신비 부서 상이 무제한 카페테리아 운영 간식 빌딩 분기 회식비 자사 브랜드 직원 특별 할인 사내 추천 제도 운영 상금 만원,,통신비 자기계발 커피 스낵바 설립 누적 투자 유연 근무 편의 시설 대지 상위,마감 일상 채용,서울특별시 강남구 삼성로 대치동 브이 에스 빌딩,https://www.wanted.co.kr/wd/238779
1043,메이크 스타,글로벌 사업 담당자,신입,해외 케이팝 앨범 유통 고객 대상 영업 마케팅 활동 수행 고객 문의 실시간 대응 이슈 사항 해결 매출 고객 데이터 분석 외부 시장 환경 탐색 의미 인사이트 도출 판매 배송 과정 고객 만족도 극대 개선 방안 도출 실행,자격 요건 영어 고객 중심 마인드 바탕 커뮤니케이션 책임감 주도 담당 처리,우대 사항 엔터테인먼트 케이팝 관심 영업 마케팅 고객 관리 사업 개발,혜택 복지 합류 환영 인사 웰컴 키트 선물 사양 무용 기기 스낵 간식 블리스 커피 덕질 위해 활동 소통 위해 커뮤니케이션 연차 사용 레쉬 휴가 경조사 휴가 선물 학동역 거리 사무실 근무 옥상 정원 단독 사옥 사용 청년 장애인 직원 중소기업 소득세 혜택 신청,,휴가 커피 스낵바 설립 누적 투자 선도 기업 업계 평균,마감 일상 채용,강남구 학동 로길,https://www.wanted.co.kr/wd/229393
1044,포지 큐브,프로 매니저,,케스트 레이 시나리오 디자인 개발 프롬 프트 개발 서비스 관리 향후 기획 수행,자격 요건 대화 서비스 기본 이해 개발 개발 지식 보유 근성 가지 배움 플레이 이해 이력서 작성 포트폴리오 제출 서류 지원동 포함 시기,우대 사항 프롬 프트 작성 애자 개발 프로세스 애자 관리 콜봇 서비스 개발 구축,혜택 복지 근무 환경 근무 형태 정규직 수습 기간 개월 근무시간 주일 월금 혜택 복지 저녁 선택 자율 출퇴근 오늘 재택근무 마음 매년 건강검진 개성 존중 개인 맞춤 장비 직원 화수분 간식 근무시간 탁구 경기 탁구 플스 구비 합법 비상 충당 매월 식대 공비 상금 충당 서로 윈윈 자기계발 교육 훈련 도서 스톡옵션 퇴직 연금 성과급 제도 운영,,재택근무 편의 시설 자기계발 유연 근무 건강검진 커피 스낵바 보너스 상위 설립 아시아 태평양 성장 유망 산업 선도 기업 스톡옵션 인원,마감,서울시 강남구 테헤란로 라인 빌딩,https://www.wanted.co.kr/wd/228680
1045,레더,토크 믹스 설계 리서치,신입,글로벌 디파이 프로토콜 리서치 분석 토크 믹스 설계 시뮬레이션 중앙 자율 조직 운영 방식 구성 설계,자격 요건 분과 블록 체인 테크 관심 흥미 이해도 경제 금융 관련 전공자 거나 기본 지식 변화 트렌드 흥미 열정 가지 리서치 부서 효과 커뮤니케이션 보유,우대 사항 전통 금융 금융 상품 블록 체인 업계 디파이 리서치 관련,혜택 복지 조직 조직 조직 문화 탄력 근무시간 오전 사이 출근 최신 사양 장비 무제한 간식 커피 음료 점심 야근 식대 복지 문화 만들기 복지 사항 지속 업데이트 예정,,유망 산업 커피 스낵바 위인 성장 설립,마감 일상 채용,강남구 학동 정우 빌딩,https://www.wanted.co.kr/wd/236337
1046,바비,제품,,의사결정 정량 수치 분석 결과 구성원 전달 대시보드 리포트 구성 목표 지표 성장 임팩트 가설 설정 검증 테스트 실험 설계 결과 분석 전달 서비스 전사 방향 결정 전략 역할 수행 바비 사용자 플로우 분석 개선 도출 제품 조직 마케팅 운영 영업 협업 통해 비즈니스 문제 정의 해결 가설 수립 환경 구축 활용 데이터 조회 가공 사용 사용 서비스 주요 지표 성과 분석 공유 활용 테스트 진행,자격 요건 실력 주제 데이터 분석 가설 수립 성장 실험 데이터 분석 관련 이해도 데이터 분석 서비스 기여 방법 동료 논의 실행 담당 사이 순위 정의 이해 관계자 협의 진행 빅데이터 핸들링 코호트 분석 테스트 분석 분석 방법론 이해 실무 적용 모바일 서비스 데이터 분석 방법 수준 이해 로그 분석 사용,우대 사항 조직 데이터 활용 데이터 분석 이해도 활용 데이터 적재 가공 이해도,혜택 복지 재택 생활 코로나 상황 관련 전사 상시 재택근무 가상 오피스 재택 기업 문화 게더 타운 사용 눈치 보지 휴가 문화 단위 휴가 사용 수준 오프라인 거점 오피스 재택근무 오프라인 미팅 출근 강남역 도보 거리 오프라인 사무실 운영 편의점 수준 간식 음료 상시 비치 점심 식사 건강 매일 점심 식대 재택 식비 매년 만원 매년 본인 포함 가족 정밀 건강검진 매년 만원 재택근무 비타민 보충 위해 과일 패키지 격주 정기 배송 만원 상당 성과 보상 반기 센티 평가 차등 최대 만원 인재 추천 보상금 최대 만원 인재 추천 후보자 면접 감사 최대 만원 복지 입사 축하 년차 만원 년차 만원 년차 만원 장기 근속 선물 만원 상당 만원 상당 명절 축하 추석 만원 생일 축하 만원 경조사 직무 자기계발 도서 구매 무제한 직무 관련 컨퍼런스 외부 교육 참가 전액 최신 사양 장비 그룹 직원 혜택 삼성 패밀리 이용 직원 이용 전형 결과 원서 등록 이메일 통해 안내 내용 허위 사실 발견 경우 합격 취소 채용 서류 반환 고지 오프라인 제출 해당 채용 절차 정화 법률 제조 해당 공고 채용 확정 이후 이내 반환 요청 반환 희망 경우 바비 채용 메일 계정 문의 반환 청구 시기 접수 요청 서류 등기 우편 발송 오프라인 제출 서류 당사자 반환 청구 경우 보관 파기 제외 대상 채용 절차 정화 법률 제조 의거 홈페이지 구직 사이트 전자우편 제출 경우 구직 회사 요구 자발 제출 경우 해당 해당 서류 바비 개인 정보처리 방침 보유 파기,,식대 커피 스낵바 재택근무 건강검진 보너스 자기계발 유망 산업 설립 가정 양립 직원 할인,마감 일상 채용,서울특별시 서초구 강남대로 타워,https://www.wanted.co.kr/wd/236632
1047,네트웍,정당 대표이사 비서,,담당 소개 대표이사 스케쥴 관리 회의 참석 보조 방객 응대 미팅 일정 어레 대표이사 사무,자격 요건 분과 년제 대졸 비서 전반 전문 지식 숙련 성장 마인드 사용 익숙 긍정 적극,우대 사항 전혀 문제 해결 방법 적극 모색 문제해결 공동 목표 달성 위해 상호 협력,혜택 복지 조직 문화 존중 수평 문화 정당 직급 영어 이름 사용 소통 결정 자의 결정 존중 문화 추구 효율 최대로 단위 유연근무제 단위 본인 컨디션 조절 오전 시시 사이 출근 하루 최소 근무 야근 최대한 양하 야근 최대 오프 이상은 고생 수당 야근 수당 환경 완전 자율 복장 출근 모자 방해 최대한 위해 노력 이외 방해 개선 준비 정당 스타트업 성장 개인 성장 통해 본인 방향 기회 보상 연차 사용 휴식 휴식 권리 정인 책임감 가지 일정 관리 연차 직접 신청 승인 창의성 케이 사무실 창의성 환경 근무 효율 대화 케이 숙소 비용 일부 혜택 복지 집중 밀러 의자 모션 데스크 최고급 장비 한국인 밥심 일해 복지 카드 점심식사 점심시간 에너지 충전 하루 프랜차이즈 커피 무료 도서 컨퍼런스 성장 명절 명절 선물 명절 상여금 동호회 사내 동아리 활동 기쁨 슬픔 멤버 생일 축하 휴가 화환 휴가 장기 근속 휴가,,동호회 보너스 커피 스낵바 대지 건강검진 복지 포인트 자기계발 유연 근무 수평 조직 인원 설립 선도 기업,마감,서울특별시 강남구 테헤란로,https://www.wanted.co.kr/wd/233806
1048,매드,성형 광고 사업,,통해 실제 비즈니스 활용 성형 서비스 구현 챗봇 데이터 분석 모델 개발 기술 활용 광고 텍스트 이미지 비디오 콘텐츠 모델 응답 편향 정확성 식별 테스트 수행,자격 요건 데이터 중심 작업 환경 보유 주요 머신 러닝 러닝 프레임워크 이해 성형 모델 프롬 프트 엔지니어링 분야 연구 동향 파악 직접 구현 협업 개발 사용,우대 사항 성형 활용 서비스 기획 개발 챗봇 개발 운영 보유 관련 분야 학사 석사 학위 취득 구글 널리 어도비 널리 데이터베이스 솔루션 데이터 수집 분석,혜택 복지 성장 직무 실무 교육 스터디 외부 교육 컨퍼런스 참가 관련 도서 구독 매체 무한 맞춤 파이썬 교육 영어 번역 작문 튜터 서비스 지식 공유 테크 진행 리더쉽 강화 외부 강사 초빙 참여 교육 자율 책임 존중 사이 출근 정상 근무 재택근무 코로나 기간 전사 부분 재택 재량 운영 재택 유지 인근 근무 야외 근무 연속 하루 원스 어게인 휴가 최대 유급 휴가 만원 휴가 매드 라이프 사내 추천 최대 천만원 추천 프로 향기 웰컴 박스 환영 편지 매드 러너 가이드북 다이어리 볼펜 텀블러 에코 핸드폰 충전기 후드 집업 사용 활동 사내 동아리 활동 온보딩 버디 프로그램 만원 활동 효율 환경 장비 환경 세팅 개발 디자인 전원 맥북 구성원 행복 기별 매월 상당 복지 포인트 생일 사내 강사 활동 복지 포인트 추가 생일 조기 퇴근 백신 휴가 졸업 휴가 창립 기념 휴가 연차 휴가 구성원 본인 부모님 명절 선물 최대 한도 주택 자금 대출 이자 직책 차이 건강검진 비용 전액 승진 축하 포상 만원 상당 상품권 선물 회사 생활 방문 테라 피스 할로윈 행사 복날 이벤트 배달 쿠폰 연말 선물 최신 커피 머신 간식 음료,,커피 스낵바 대출 유급 휴가 휴가 건강검진 재택근무 복지 포인트 유망 산업 설립 선도 기업 업계 평균 대지,마감,서울특별시 서초구 서초대로 삼성 생명 서초 타워,https://www.wanted.co.kr/wd/222883
1049,필더필,문화 프로젝트 기획 운영,,담당 프로젝트 기획 실행 컨퍼런스 축제 이벤트 공공기관 기업 문화 프로젝트 세부 기획 제안 작성 클라이언트 주요 이해관계자 커뮤니케이션 진행 행사 운영 계획 수립 준비 운영 실행 홍보 채널 맞춤 홍보 방안 수립 실행 최종 결과 보고서 작성 예산 관리,자격 요건 보유 한글 필수 이해관계자 커뮤니케이션 보유 컨텐츠 기획 프로젝트 관리 보유 관련 업계,우대 사항 프로젝트 실무 컨벤션 경영 예술 경영 관련 전공 자격증 보유,혜택 복지 시시 자율 출근 자율 복장 커피 다과 무제한 이용 자기계발,,커피 스낵바 자기계발 설립 업계 평균,마감 일상 채용,마포구 양화로,https://www.wanted.co.kr/wd/156726
1050,포티 투닷,,,비즈니스 의사 결정 주요 비즈니스 지표 설계 개발 비즈니스 통찰 데이터 대쉬보드 차량 사용자 데이터 분석 솔루션 모델 개발 사고 예방 운전 습관 분석,자격 요건 데이터 분석 프로젝트 수행 구축 분석 프로젝트 요구 사항 식별 비지니스 성과 데이터 분석 기획 전략 이해관계자 협업 보유,우대 사항 컴퓨터 공학 통계학 산업 공학 관련 학위 보유 차량 데이터 이해 분석 차량 데이터 활용 사용자 서비스 개발 산업 데이터 분석 프로젝트 수행 활용 대시보드 구축 운영 이해 활용 실시간 데이터 처리,혜택 복지 몰입 프로그램,,유망 산업 건강검진 커피 스낵바 자기계발 설립 상위 선도 기업인,마감 일상 채용,경기 성남시 수정구 창업 로번,https://www.wanted.co.kr/wd/216486
1051,페이,채널 매니저,,테이블 리드 발굴 매장 장님 접점 파트너 발굴 제휴 제안 제휴 체결 파트너 사가 테이블 진행 페이 서비스 소개 온보딩 교육 기획 파트너 사의 성과 독려 정책 프로모션 기획 제휴 파트너 매월 파트너 사의 실적 관리 분석 성과 전략 연구 파트너 사가 진행 마주 문제 문의 사항 해결,자격 요건 파트너 영업 관리 관련 거나 파트너 사가 방식 구조 대해 전반 이해도 파트너 대상 교육 진행 영업 실적 관리,우대 사항 대리점 자사 매출 파트너 발굴 더욱 파트너 방향 계획 파트너 구축 더욱 파트너 조건 수수료 협의 반영 계약서 작성 더욱,혜택 복지 페이 히어 근무 환경 오전 시시 사이 자율 출퇴근 본인 일정 관리 별도 승인 절차 자율 가제 운영 일리 미팅 스프린트 회고 타운 미팅 기적 진행 최고급 장비 커피 제로 콜라 음료 과일 스낵 간식 무제한 페이 가맹 방문 원금 점심 식사 저녁 식사 매년 종합 건강 검진 생일 소정 선물 경조사 페이 성장 계발 성장 비용 도서 세미나 교육 회사 개인 주도 환경 성장 기회,,커피 스낵바 산업 기능 요원 설립 누적 투자 보너스 업계 평균,마감 일상 채용,서울특별시 강남구 강남대로,https://www.wanted.co.kr/wd/202219
1052,에이,서비스 기획,,포지션 주요 성과 지표 서비스 출시 일정 준수 사용자 만족도 서비스 수익 목표 달성 프로젝트 관리 효율 예산 리소스 관리,자격 요건 자격 요건 최소 서비스 기획 관리 커뮤니케이션 협업 스타트업,우대 사항 우대 사항 게이미피케이션 이해 영어 프로젝트 관리 디자인 위주 사용,혜택 복지 최복 성품 겸비 동료 복지 포인트 현금 사용 복지 직접 선택 프라이데이 매월 마지막 금요일 퇴근 간식 여유 점심 걱정 직무 교육 도서 성장 응원 대표 리더 호칭 사용 직무 무관 영어 회화 한국어 회화 외국인 교육비 케이 제도 마련 점심 회식 스피릿 댕댕 근무 환경 마련 복지 계속 고민,,보너스 커피 스낵바 복지 포인트 자기계발 유연 근무 업계 평균 설립,마감 일상 채용,성동구 아차산로,https://www.wanted.co.kr/wd/239163
1053,패스트 파이브,사업 전략 담당자,,부동산 패스트 파이브 마켓 도메인 리서치 피치 업데이트 국내외 경영 환경 모니터링 사업 전략 수립 사업 기회 탐색,자격 요건 관련,우대 사항 증권사 과정 담당 담당,혜택 복지 교육비 통신비 복지 카드 복지 포인트 관련 이동 택시 야근 택시 종합 건강검진 전문 심리상담 직원 출산 선물 연차 사용 휴가 단위 근속 근속 기념 복지 포인트 생일 복지 포인트 금요일 조기 퇴근,회계 회계 관리,건강검진 통신비 자기계발 복지 포인트 설립 상위,마감 일상 채용,패스트 파이브 구로 서울 구로구 디지털로 밸리 비즈 프라자,https://www.wanted.co.kr/wd/204141
1054,,국내외 사업 기획,,일해 부서 별로 목표 가지 여러 포지션 동료 협업 목적 조직 형태 프로덕트 전문성 애정 가지 주도 단위 스프린트 주기 프로덕트 속도 품질 사이 협의 고민 최선 결과 도출 전사 달성 위해 동료 싱크 맞춤 동시 본인 가지 사업 기획 일해 실버 산업 전세계 리더 서비스 이용 데이터 가장 서비스 상품 위해 연구 장례 산업 개발 관리 실버 산업 사업 기획 제안 글로벌 시장조사 벤치마킹 영문 제작 관리 영문 솔루션 자료 제작 관리,자격 요건 학사 졸업 년제 분야 솔루션 사업 개발 상품 개발 요금 체계 설계 고객 파트너 솔루션 영업 자료 기술 문서 작성 데이터 시장 분석 전략 사업 기획 개념 대해 이해 습득 내외 이해관계자 소통 협업 문서 작성 문서 통해 의미 전달 비즈니스 영어,우대 사항 경영학 컴퓨터 관련 전공자 해외 사업 마케팅 스타트업 이커머스 분야 분야 사업 개발 파트너 채널 네트워크 구축 기획 스토리보드 와이어 프레임 작성 외국 회사 근무 기술 솔루션,혜택 복지 조직 문화 수평 조직 문화 직급 상호 호칭 수평 소통 중시 연차 사용 연차 사용 사유 불문 연차 사용 창의 혁신 도전 중시 개인 다음주 전사 회식 근무 환경 무제한 간식 커피 과자 견과류 음료 회사 생활 위해 회식 커피 개인 오피스 기기 노트북 주변 기기 성과 보상 적극 스톡옵션 제도 운영 전사 목표 달성 수준 성과급 봉제 시행 보유 보상 체계 생활 안정복 식대 점심 저녁 야근 식대 만원 경조사 결혼 출산 장례 휴가 화환 명절 상여금 선물 세트 정부 정책 사업 중소기업 취업 소득세 적극 관련 내외 교육 컨퍼런스 도서 구입,오피스 서비스 관리 사업 담당 서비스 프로세스,장비 커피 스낵바 보너스 식대 설립 업계 평균,마감 일상 채용,서울시 마포구 상암 스퀘어,https://www.wanted.co.kr/wd/209317
1055,레드 트리,스포츠 트리 경영 사무,신입,문서 작업 데이터 정리 커머스 관리 비즈니스 거래처 소통 재고 관리 전반 경영 보조,자격 요건 컴퓨터 활용 문서 작업 데이터 정리 메모 주변 사람과 커뮤니케이션 책임감 성격,우대 사항 웨이 트레이닝 생활 체육 이해도 기본 비즈니스 활용 소통 흡연,혜택 복지 점심 근무 프로 코치 만원 상당 상당 호화 프리미엄 헬스장 무제한 사용 상업 시설 직원 전용 생일 생일 연차 보충 점심 식대 연차 사용,컴퓨터 엑셀 피벗,편의 시설,마감 일상 채용,경기도 광명시 일직,https://www.wanted.co.kr/wd/238143
1056,스카이랩,국내외 사업 개발 담당,,스카이랩 제품 국내외 사업 개발 기획 영업 해외 전시 미팅 운영,자격 요건 의료기기 마케팅 사업 개발 보유 기존 영역 사업 기획 실행 어려움 구사 도전 정신 목표 의식 바탕 문제해결 독립 수행 프로젝트 타임 라인 관리,우대 사항 스케 제약 의료기기 다국적 스타트업 해외 수출 해외 학위 소지 해외 근무,혜택 복지 창립 기념일 휴무 생일 결혼기념일 명절 기념일 선물 구내식당 중식 기본 야근 저녁식사 건물 무료 피트니스 센터 운영 회사 스낵바 운영 듀얼 모니터 스타트업 자율 복장 사내 식당 헬스장 생일 결혼기념일 중식 석식 간식 수평 조직,,자율 복장 편의 시설 수평 조직 커피 스낵바 유망 산업 유연 근무 전문 연구 요원 설립 누적 투자 선도 기업 상위 인원 성장,마감 일상 채용,성남시 분당구 판교로 번길 타워,https://www.wanted.co.kr/wd/216410
1057,에피,로스 해킹 담당자,,서비스 성장 위해 유저 소통 데이터 파악 서비스 성장 해결 에피 현재 개국 나라 사람 목적 가지 어회 참여 서비스 현재 트래픽 세계 도처 발생 마케팅 이벤트 서비스 업데이트 변화 편입 관찰 포인트 파악 서비스 가지 변화 주어 유저 사용 사용 빈도 크게 증가 에피 유저 데이터 모니터링 통해 관찰 유저 소통 가설 설정 검증 상황 해결 솔루션 제시 적용 역할 서비스 문제 해결 태도 서비스 영향 사건 상황 파악 상황 판단 대처 처음 이기 때문 일이 가능성 일도 한국 서비스 로서 일인 글로벌 유저 서비스 자리 헌신 무조건 근무 형태 정규직 근무 장소 선릉역 사무실 급여 조건 협의,자격 요건 역할 실무 단순 상품 판매 서비스 사용자 커뮤니케이션 관련 서비스 운영 사용자 소통 의식 무의식 파악 영어 서비스 기획 운영 개발 협업 의사소통,우대 사항 커뮤니티 운영 글로벌 서비스 스타트업 서비스 단순 구매 유저 행동 서비스 개선 발전 일상 영어 회화 정도 영어 커뮤니케이션 데이터 분석 통계 분석 사용,혜택 복지 매일 식사 생활 위해 제대로 식사 직무 자기계발 도서 강의 기기,,자기계발 설립,마감,서울시 강남구 선릉로,https://www.wanted.co.kr/wd/210096
